StudyID,Who,Population,Sex,N,Biome,Country,Lattitude,Longitude,Region,SerumLevel_mg_dL,SL_SD_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY,study_ID_Ancestry
GUA2-B,Victoria,Guatemalan,F,43,Tropical Rainforest,Guatemala,14.6349,-90.5069,Central America,NA,NA,46.0173,15.0813,109.8228,22.8153,100.0841,47.8278,Guatemalan,GUA1-B
GUA1-B,EM,Guatemalan,F,20,Tropical Rainforest?,Guatemala,14.61,-90.54,Central America,172,NA,NA,NA,NA,NA,NA,NA,Guatemalan,GUA1-B
GUA1-B,EM,Guatemalan,M,21,Tropical Rainforest?,Guatemala,14.61,-90.54,Central America,172,NA,NA,NA,NA,NA,NA,NA,Guatemalan,GUA1-B
GUA1-B,EM,Guatemalan,M,22,Tropical Rainforest?,Guatemala,14.61,-90.54,Central America,186,NA,NA,NA,NA,NA,NA,NA,Guatemalan,GUA1-B
GUA1-B,EM,Guatemalan,F,24,Tropical Rainforest?,Guatemala,14.61,-90.54,Central America,200,NA,NA,NA,NA,NA,NA,NA,Guatemalan,GUA1-B
GUA1-B,EM,Guatemalan,F,16,Tropical Rainforest?,Guatemala,14.61,-90.54,Central America,208,NA,NA,NA,NA,NA,NA,NA,Guatemalan,GUA1-B
GUA1-B,EM,Guatemalan,F,10,Tropical Rainforest?,Guatemala,14.61,-90.54,Central America,222,NA,NA,NA,NA,NA,NA,NA,Guatemalan,GUA1-B
INU1-A,AYANA,Inuit (least westernized),F,223,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,222.7392,NA,63.4188,NA,139.9854,NA,85.0272,NA,Circumpolar,INU1-A
INU1-A,AYANA,Inuit (least westernized),M,223,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,226.2195,NA,62.6454,NA,143.079,NA,83.2558,NA,Circumpolar,INU1-A
INU1-B,AYANA,Inuit (intermediate western),M,234,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,230.0865,NA,56.4582,NA,151.1997,NA,89.4557,NA,Circumpolar,INU1-B
INU1-C,AYANA,Inuit (most Westerm),M,110,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,231.2466,NA,52.5912,NA,152.3598,NA,44.0838,NA,Circumpolar,INU1-C
INU1-C,AYANA,Inuit (most Westerm),F,110,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,232.4067,NA,58.7784,NA,151.1997,NA,95.6556,NA,Circumpolar,INU1-C
INU1-B,AYANA,Inuit (intermediate western),F,4234,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,234.3402,NA,60.3252,NA,152.7465,NA,90.3414,NA,Circumpolar,INU1-B
SMI3,Emily,Sami,M,2559,tundra,Norway,68.913991,19.013153,Europe,231.2466,NA,49.1109,NA,149.6529,NA,164.7402,NA,Uralic_Ancestry,SMI3
SMI3,Emily,Sami,F,2581,tundra,Norway,68.913991,19.013153,Europe,231.2466,NA,56.0715,NA,147.7194,NA,136.3978,NA,Uralic_Ancestry,SMI3
NOR1-C,Ashley,Kven,M,141,tundra,Norway,60.472,8.4689,Europe,NA,NA,46.404,NA,NA,NA,149.6833,NA,NA,NA
NOR1-D,Ashley,Norwegian,M,1122,tundra,Norway,60.472,8.4689,Europe,NA,NA,46.404,NA,NA,NA,147.9119,NA,NA,NA
NOR1-B,Ashley,Sami II,M,440,tundra,Norway,60.472,8.4689,Europe,NA,NA,46.7907,NA,NA,NA,151.4547,NA,NA,NA
NOR1-A,Ashley,Sami I,M,220,tundra,Norway,60.472,8.4689,Europe,NA,NA,47.5641,NA,NA,NA,153.2261,NA,NA,NA
NOR2-C,Ashley,Sami Norwegian,M,1113,Tundra,Norway,60.472,8.4689,Europe,NA,NA,47.5641,14.6946,NA,NA,150.569,106.284,NA,NA
SMI5-A,Ashley,Sami,M,974,Tundra,Norway,60.472,8.4689,Europe,NA,NA,47.9508,15.468,NA,NA,171.8258,97.427,Uralic_Ancestry,SMI3
NOR2-A,Ashley,Sami Norwegian,M,1118,Tundra,Norway,60.472,8.4689,Europe,NA,NA,49.1109,13.9212,NA,NA,137.2835,112.4839,NA,NA
NOR1-D,Ashley,Norwegian,M,1122,tundra,Norway,60.472,8.4689,Europe,NA,NA,49.4976,NA,NA,NA,139.9406,NA,NA,NA
NOR2-B,Ashley,Norwegian,M,1864,Tundra,Norway,60.472,8.4689,Europe,NA,NA,49.4976,13.1478,NA,NA,139.9406,100.9698,NA,NA
NOR2-D,Ashley,Norwegian,M,1571,Tundra,Norway,60.472,8.4689,Europe,NA,NA,49.4976,14.6946,NA,NA,132.855,97.427,NA,NA
NOR1-A,Ashley,Sami I,M,220,tundra,Norway,60.472,8.4689,Europe,NA,NA,49.8843,NA,NA,NA,135.5121,NA,NA,NA
SMI5-B,Ashley,Non-Sami,M,1372,Tundra,Norway,60.472,8.4689,Europe,NA,NA,49.8843,15.468,NA,NA,159.426,97.427,NA,NA
NOR1-B,Ashley,Sami II,M,440,tundra,Norway,60.472,8.4689,Europe,NA,NA,50.6577,NA,NA,NA,137.2835,NA,NA,NA
NOR1-C,Ashley,Kven,M,141,tundra,Norway,60.472,8.4689,Europe,NA,NA,51.8178,NA,NA,NA,139.9406,NA,NA,NA
NOR1-D,Ashley,Norwegian,M,1122,tundra,Norway,60.472,8.4689,Europe,NA,NA,51.8178,NA,NA,NA,128.4265,NA,NA,NA
NOR1-B,Ashley,Sami II,M,440,tundra,Norway,60.472,8.4689,Europe,NA,NA,52.9779,NA,NA,NA,119.5695,NA,NA,NA
NOR1-A,Ashley,Sami I,F,241,tundra,Norway,60.472,8.4689,Europe,NA,NA,53.7513,NA,NA,NA,115.141,NA,NA,NA
NOR1-C,Ashley,Kven,F,150,tundra,Norway,60.472,8.4689,Europe,NA,NA,54.138,NA,NA,NA,110.7125,NA,NA,NA
INU14,Ashley,Greenland Inuit,F,,Tundra,Greenland,71.7069,-42.6043,Europe,NA,NA,54.9114,18.1749,NA,NA,131.0836,NA,Circumpolar,ESK5-A
INU14,Ashley,Greenland Inuit,M,,Tundra,Greenland,71.7069,-42.6043,Europe,NA,NA,54.9114,19.7217,NA,NA,121.3409,NA,Circumpolar,ESK5-A
NOR1-C,Ashley,Kven,M,141,tundra,Norway,60.472,8.4689,Europe,NA,NA,54.9114,NA,NA,NA,116.0267,NA,NA,NA
NOR1-B,Ashley,Sami II,F,464,tundra,Norway,60.472,8.4689,Europe,NA,NA,55.2981,NA,NA,NA,107.1697,NA,NA,NA
NOR1-A,Ashley,Sami I,M,220,tundra,Norway,60.472,8.4689,Europe,NA,NA,55.6848,NA,NA,NA,121.3409,NA,NA,NA
NOR1-D,Ashley,Norwegian,F,1298,tundra,Norway,60.472,8.4689,Europe,NA,NA,55.6848,NA,NA,NA,102.7412,NA,NA,NA
NOR1-A,Ashley,Sami I,F,241,tundra,Norway,60.472,8.4689,Europe,NA,NA,56.0715,NA,NA,NA,128.4265,NA,NA,NA
NOR2-A,Ashley,Sami Norwegian,F,1150,Tundra,Norway,60.472,8.4689,Europe,NA,NA,56.0715,14.3079,NA,NA,120.4552,86.7986,NA,NA
NOR2-C,Ashley,Sami Norwegian,F,1283,Tundra,Norway,60.472,8.4689,Europe,NA,NA,56.0715,15.8547,NA,NA,123.998,79.713,NA,NA
SMI5-A,Ashley,Sami,F,1195,Tundra,Norway,60.472,8.4689,Europe,NA,NA,56.0715,15.468,NA,NA,147.0262,79.713,Uralic_Ancestry,SMI3
NOR1-B,Ashley,Sami II,F,464,tundra,Norway,60.472,8.4689,Europe,NA,NA,57.2316,NA,NA,NA,125.7694,NA,NA,NA
NOR2-B,Ashley,Norwegian,F,2176,Tundra,Norway,60.472,8.4689,Europe,NA,NA,57.6183,15.468,NA,NA,119.5695,81.4844,NA,NA
NOR1-B,Ashley,Sami II,F,464,tundra,Norway,60.472,8.4689,Europe,NA,NA,58.3917,NA,NA,NA,122.2266,NA,NA,NA
NOR1-D,Ashley,Norwegian,F,1298,tundra,Norway,60.472,8.4689,Europe,NA,NA,59.1651,NA,NA,NA,123.1123,NA,NA,NA
NOR1-A,Ashley,Sami I,F,241,tundra,Norway,60.472,8.4689,Europe,NA,NA,59.5518,NA,NA,NA,129.3122,NA,NA,NA
NOR2-D,Ashley,Norwegian,F,1899,Tundra,Norway,60.472,8.4689,Europe,NA,NA,59.9385,17.4015,NA,NA,123.998,79.713,NA,NA
SMI5-B,Ashley,Non-Sami,F,1777,Tundra,Norway,60.472,8.4689,Europe,NA,NA,59.9385,19.335,NA,NA,135.5121,79.713,NA,NA
NOR1-C,Ashley,Kven,F,150,tundra,Norway,60.472,8.4689,Europe,NA,NA,60.3252,NA,NA,NA,120.4552,NA,NA,NA
NOR1-D,Ashley,Norwegian,F,1298,tundra,Norway,60.472,8.4689,Europe,NA,NA,60.3252,NA,NA,NA,131.9693,NA,NA,NA
NOR1-C,Ashley,Kven,F,150,tundra,Norway,60.472,8.4689,Europe,NA,NA,61.4853,NA,NA,NA,138.1692,NA,NA,NA
NA,Benja,SANTORINI very high risk,Overall,6401,Urban,NA,37,NA,Europe,162.414,50.271,46.404,15.468,77.34,58.005,NA,NA,EUROPEAN,SANTO_CVD2
NA,Benja,SANTORINI STUDY overall,Overall,9044,Urban,NA,37,NA,Europe,166.281,54.138,50.271,15.468,81.207,61.872,NA,NA,EUROPEAN,SANTO
NA,Benja,SANTORINI high risk,Overall,1639,Urban,NA,37,NA,Europe,181.749,58.005,54.138,15.468,92.808,65.739,NA,NA,EUROPEAN,SANTO_cvd
NA,Benja,Finnish NFBC study,Overall,5271,Urban,NA,61,NA,Europe,193.35,38.67,58,15.4,NA,NA,NA,NA,Uralic_Ancestry,NFBC
NA,Benja,Spain,Overall,51462,Urban,NA,37,NA,Europe,211.01,40.97,52.7,13.94,126.2,34.33,NA,NA,EUROPEAN,SPA
NA,Benja,UK Biobank - Healthy,Overall,340470,Urban,NA,53,NA,Europe,227.7,40.6,57,14.3,143.6,31.2,NA,NA,EUROPEAN,UK_B
NA,Benja,England ELSA (Above 50yrs),Overall,4217,Urban,NA,53,NA,Europe,230.0865,0.7734,59.1651,0.3867,139.9854,0.7734,NA,NA,EUROPEAN,ELSA
NA,Benja,UK Biobank - With CVD,Overall,6216,Urban,NA,53,NA,Europe,233.9,42.4,52.3,13.6,150.9,32.3,NA,NA,EUROPEAN,cvd_UK
NA,Benja,Saudi Arabia,Overall,550,Desert,NA,23,NA,Middle East,182,43,46,13,104,34.5,NA,NA,Saudi,SAU
LEB1,Ashley,Lebanese,M,215,Woodland,Lebanon,33.8547,35.8623,Middle East,NA,NA,40.14,0.77,117.48,2.69,195.51,11.23,NA,NA
LEB1,Ashley,Lebanese,F,284,Woodland,Lebanon,33.8547,35.8623,Middle East,NA,NA,51.67,0.77,115.81,2.28,111.76,4.32,NA,NA
MEL2-B,Claire,Rural Melanesian people,M,22,NA,NA,NA,NA,NA,138.0519,49.8843,NA,NA,NA,NA,53.142,15.9426,Melanesian,MEL2-B
MEL2-A,Claire,Urban Melanesian people,M,86,NA,NA,NA,NA,NA,140.7588,33.2562,NA,NA,NA,NA,55.7991,16.8283,Melanesian,MEL2-A
MEL2-B,Claire,Rural Melanesian people,F,49,NA,NA,NA,NA,NA,149.6529,42.1503,NA,NA,NA,NA,53.142,33.6566,Melanesian,MEL2-B
TAN1-A,AYANA,Masai,M/F,130,NA,NA,NA,NA,NA,150.4263,36.3498,41.7636,12.3744,84.6873,28.6158,120.4552,54.0277,Nilote,TAN1-A
BENJA,BENJA,TURKANA_pastoralist,,800,NA,NA,NA,NA,NA,151.99,33.6,60.1,15.2,71.3,30.8,NA,NA,TURKANA_pastoralist,TURKANA_pastoralist
MEL2-A,Claire,Urban Melanesian people,F,23,NA,NA,NA,NA,NA,153.1332,34.0296,NA,NA,NA,NA,54.0277,22.1425,Melanesian,MEL2-A
MEX2-A,Phoebe,Mexican,M,76,NA,NA,NA,NA,NA,155.5,NA,44,NA,102.7,NA,NA,NA,Mexican_indegenous_communities,MEX2
CHIN1-B,Phoebe,Han,F,N/A,NA,NA,NA,NA,NA,171,34,53,13,99,32,100,74,Chinese,CHIN1-A
CHIN1-B,Phoebe,Han,M,N/A,NA,NA,NA,NA,NA,174,34,54,16,98,33,115,82,Chinese,CHIN1-A
MUR1-A,Claire,Urban/Rural Mura (no hypertension),M/F,334,NA,NA,NA,NA,NA,183.7,28.6,NA,NA,NA,NA,151.5,99.8,SA_Indegenous,MUR1-A
INU15-A,Claire,Canadian Inuits,M,2072,NA,NA,NA,NA,NA,190.2564,42.1503,NA,NA,NA,NA,NA,NA,Circumpolar,INU15
INU15-B,Claire,Canadian Inuits,F,2072,NA,NA,NA,NA,NA,192.5766,42.537,NA,NA,NA,NA,NA,NA,Circumpolar,INU15
CHIN1-A,Phoebe,Han,M,N/A,NA,NA,NA,NA,NA,195,38,54,15,117,38,126,102,Chinese,CHIN1-A
MUR1-B,Claire,Urban/rural Mura (yes hypertension),M/F,121,NA,NA,NA,NA,NA,197.5,39,NA,NA,NA,NA,196.7,111.3,NA,NA
CHIN1-A,Phoebe,Han,F,N/A,NA,NA,NA,NA,NA,200,39,58,14,117,38,129,108,Chinese,CHIN1-A
SMI1-B,Emily,Sami (Non-reindeer herding),M,183,NA,NA,NA,NA,NA,220.419,54.138,50.271,27.069,158.547,54.138,132.855,61.999,Uralic_Ancestry,SMI1B
SMI1-A,Emily,Sami (Reindeer herding),F,77,NA,NA,NA,NA,NA,220.419,42.537,54.138,11.601,150.813,42.537,106.284,44.285,Uralic_Ancestry,SMI1A
SMI1-B,Emily,Sami (Non-reindeer herding),F,258,NA,NA,NA,NA,NA,220.419,50.271,54.138,15.468,146.946,46.404,115.141,70.856,Uralic_Ancestry,SMI1B
SMI1-A,Emily,Sami (Reindeer herding),M,93,NA,NA,NA,NA,NA,232.02,42.537,46.404,11.601,170.148,34.803,132.855,97.427,Uralic_Ancestry,SMI1A
MALA15-B,Ashley,Malays - Diabetic,M/F,,NA,NA,NA,NA,NA,NA,NA,37.1232,11.601,166.281,116.01,203.711,141.712,NA,NA
MALA15-C,Ashley,Malays - Impaired glucose tolerance,M/F,,NA,NA,NA,NA,NA,NA,NA,39.0567,12.3744,166.281,119.877,141.712,88.57,NA,NA
MEX2-B,Phoebe,Mexican,M,63,NA,NA,NA,NA,NA,NA,NA,39.3,NA,115,NA,NA,NA,Mexican_indegenous_communities,MEX2
MEX2-D,Phoebe,Mexican,M,68,NA,NA,NA,NA,NA,NA,NA,40,NA,126.8,NA,NA,NA,Mexican_indegenous_communities,MEX2
MALA15-A,Ashley,Malays - Normal,M/F,,NA,NA,NA,NA,NA,NA,NA,40.9902,15.0813,150.813,73.473,132.855,88.57,NA,NA
RHY1-A,Claire,Urban Rishikesh (with HTN),M/F,155,NA,NA,NA,NA,NA,NA,NA,41.6,9.48,NA,NA,190.45,144.36,NA,NA
RHY1-B,Claire,Urban Rishikesh (without HTN),M/F,323,NA,NA,NA,NA,NA,NA,NA,41.8,9.4,NA,NA,150.65,125.16,NA,NA
MEX2-C,Phoebe,Mexican,M,118,NA,NA,NA,NA,NA,NA,NA,43.9,NA,119,NA,NA,NA,Mexican_indegenous_communities,MEX2
SMU2-A,Ashley,Samburu,M,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,39.8,Samburu,SMU1
SMU2-B,Ashley,Samburu,M,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7,23.9,Samburu,SMU1
ALA1-B,Victoria,Alaskan Native,M/F,1919,Arctic Tundra,Alaska,63.8428,-164.268,North America,206.9,42.9,58.2,17.9,126.8,41.6,111.7,83.5,Circumpolar,ALA1
ALA1-A,Victoria,Alaskan Native,M/F,2650,Arctic Tundra,Alaska,63.433318,-166.552734,North America,207.5,44.1,60.3,17.8,128.2,38.5,95.1,61,Circumpolar,ALA1
WAI,"FION,BEVERLY",Wainwright Eskimos,M,63,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,145,21,NA,NA,NA,NA,NA,NA,Circumpolar,WAI
WAI,"FION,BEVERLY",Wainwright Eskimos,F,63,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,151,29,NA,NA,NA,NA,NA,NA,Circumpolar,WAI
POI,"FION,BEVERLY",Point Hope Eskimos,M,28,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,164,22,NA,NA,NA,NA,NA,NA,Circumpolar,POI
POI,"FION,BEVERLY",Point Hope Eskimos,F,28,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,168,27,NA,NA,NA,NA,NA,NA,Circumpolar,POI
WAI,"FION,BEVERLY",Wainwright Eskimos,M,33,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,187,41,NA,NA,NA,NA,NA,NA,Circumpolar,WAI
INN1,KIKI,Inuit of Nunavik,M/F,252,Arctic-Alpine desert,Canada,56.130366,-70,North America,189.483,2.3202,55.2981,1.1601,114.0765,1.9335,100.9698,NA,Circumpolar,INN1
WAI,"FION,BEVERLY",Wainwright Eskimos,F,33,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,205,57,NA,NA,NA,NA,NA,NA,Circumpolar,WAI
YUP1,EM,Yup'ik,F,101,Arctic-Alpine desert,United States of America,61,-64,North America,206.8,43,61,16.1,130,35.1,79.4,45.4,Circumpolar,YUP1
POI,"FION,BEVERLY",Point Hope Eskimos,F,41,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,210,38,NA,NA,NA,NA,NA,NA,Circumpolar,POI
INN1,KIKI,Inuit of Nunavik,M/F,154,Arctic-Alpine desert,Canada,56.130366,-70,North America,211.5249,2.7069,64.1922,1.5468,127.2243,2.7069,106.284,NA,Circumpolar,INN1
POI,"FION,BEVERLY",Point Hope Eskimos,M,41,Arctic-Alpine desert,United States of America,64.2008,-149.4937,North America,212,39,NA,NA,NA,NA,NA,NA,Circumpolar,POI
YUP1,EM,Yup'ik,M,78,Arctic-Alpine desert,United States of America,61,-64,North America,212.7,42.9,55.6,15.1,137.8,34.7,97.2,89.1,Circumpolar,YUP1
ESK3,AYANA,Eskimos,M,214,Arctic-Alpine desert,United States of America,64.2008,-165.4937,North america,NA,NA,57.1,18.1,126.2,36.2,117.7,NA,NA,NA
INN2,AYANA,"Inupiat, Inuit",M,214,Arctic-Alpine desert,United States,63.8492,-164.2688,North America,NA,NA,57.1,18.1,126.2,36.2,111.7,NA,NA,NA
GRIN1,FION,Greenland Inuit,M,278,Arctic-Alpine desert,Greenland,71.7069,-53,North America,NA,NA,58.7784,NA,145.7859,NA,103.6269,NA,Circumpolar,ESK5-A
GRIN1,FION,Greenland Inuit,F,278,Arctic-Alpine desert,Greenland,71.7069,-53,North America,NA,NA,65.3523,NA,135.7317,NA,99.1984,NA,Circumpolar,ESK5-A
ESK3,AYANA,Eskimos,F,285,Arctic-Alpine desert,United States of America,64.2008,-165.4937,North america,NA,NA,68.6,18.9,124,36.3,124.3,NA,NA,NA
INN2,AYANA,"Inupiat, Inuit",F,285,Arctic-Alpine desert,United States,63.8492,-164.2688,North America,NA,NA,68.6,18.9,124,36.3,124.3,NA,NA,NA
AIN3-A,Emily,American Indians in Arizona,M,546,desert,United States,33.161233,-111.922051,North America,177.1086,42.1503,NA,NA,NA,NA,159.426,184.2256,American_Indian,AIN3-A
AIN3-A,Emily,American Indians in Arizona,F,954,desert,United States,33.161233,-111.922051,North America,180.9756,42.1503,NA,NA,NA,NA,153.2261,106.284,American_Indian,AIN3-A
PAS1,Gisele,Pascua Yaqui,F,144,Desert,United States,32.254,-110.9742,North America,199.8,40.2,NA,NA,117.5,31.7,NA,NA,Native_American,PAS1
PAS1,Gisele,Pascua Yaqui,M,86,Desert,United States,32.254,-110.9742,North America,203.7,39.4,NA,NA,117.5,29.4,NA,NA,Native_American,PAS1
TARA3,Ashley,Tarahumara Indians,M,8,Desert,Mexico,28.633,-106.0691,North America,NA,NA,31,3,72,4,96,12,Native_American,TARA1
YAQ1-B,Phoebe,Yaqiu,M/F,49,Desert,Mexico,29.2972,-110.3309,North America,NA,NA,38.2,8.4,NA,NA,137.1,79.2,NA,NA
YAQ1-A,Phoebe,Yaqui,M/F,33,Desert,Mexico,29.2972,-110.3309,North America,NA,NA,40.7,8.9,NA,NA,127.8,63.1,NA,NA
AIN4-B,EM,Oklahoma American Indians,M,642,Grassland,United States of America,34.89,-98.36,North America,192.8,35.4,41.6,11.9,119.6,32.5,126.5,NA,American_Indian,AIN4-B
AIN4-B,EM,Oklahoma American Indians,F,885,Grassland,United States of America,34.89,-98.36,North America,195.7,36.9,49.4,13.6,115,31.8,125.2,NA,American_Indian,AIN4-B
AIN4-C,EM,SD/ND American Indians,M,658,Grassland,United States of America,46,-99,North America,198.7,43,43.8,14.2,121.8,32.6,113.3,NA,American_Indian,AIN4-C
AIN4-C,EM,SD/ND American Indians,F,864,Grassland,United States of America,46,-99,North America,201.7,39.7,48.5,14.1,120.3,33.5,122.7,NA,American_Indian,AIN4-C
AIN3-B,Emily,American Indians in Oklahoma,M,642,grasslands,United States,34.586066,-98.451858,North America,192.9633,35.1897,NA,NA,NA,NA,150.569,124.8837,American_Indian,AIN3-B
AIN3-B,Emily,American Indians in Oklahoma,F,885,grasslands,United States,34.586066,-98.451858,North America,195.6702,37.1232,NA,NA,NA,NA,147.0262,101.8555,American_Indian,AIN3-B
AIN3-C,Emily,American Indians in North/South Dakota,M,658,grasslands,United States,45.137897,-101.094677,North America,199.1505,42.9237,NA,NA,NA,NA,148.7976,232.0534,American_Indian,AIN3-C
AIN3-C,Emily,American Indians in North/South Dakota,F,864,grasslands,United States,45.137897,-101.094677,North America,201.8574,39.8301,NA,NA,NA,NA,148.7976,129.3122,American_Indian,AIN3-C
AIN1-C,KIKI,American Indians (with Macroalbuminuria),M/F,42,Temperate forest,United States,48.19663,-95.01431,North America,129,41,50,24,129,41,208,121,American_Indian,AIN1-C
AIN1-B,KIKI,American Indians (with Microalbuminuria),M/F,240,Temperate forest,United States,48.19663,-95.01431,North America,215,42,48,13,130,36,193,136,American_Indian,AIN1-B
AIN1-A,KIKI,"American Indians (""""normal"""")",M/F,1086,Temperate Rainforest,United States,48.19663,-95.01431,North America,210,40,50,14,127,36,163,111,NA,NA
TARA1,FION,Tarahumara Indians,M,118,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,115,19,23,8,75,15,118,NA,Native_American,TARA1
TARA1,FION,Tarahumara Indians,F,104,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,117,25,30,11,90,16,143,NA,Native_American,TARA1
TARA2,EM,Tarahumara,M/F,12,Tropical Rainforest,Mexico,27.79,-107.5,North America,121,5,32,2,72,3,91,8,Native_American,TARA2
TARA1,FION,Tarahumara Indians,M,149,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,136,27,26,7,87,22,134,NA,Native_American,TARA1
TARA1,FION,Tarahumara Indians,F,108,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,139,30,28,14,89,14,141,NA,Native_American,TARA1
PIM1,AYANA,Pima,M,16,Tropical Rainforest,Mexico,29.39558,-111.738647,North America,143,NA,NA,NA,NA,NA,NA,NA,Native_American,PIM1
PIM1,AYANA,Pima,F,19,Tropical Rainforest,Mexico,29.39558,-111.738647,North America,149,NA,NA,NA,NA,NA,NA,NA,Native_American,PIM1
NA,Benja,Inuits CANHR Males,Men,327,Tundra,NA,63.8428,NA,North America,219,47.7,58.1,16.5,143.7,40.3,NA,NA,Circumpolar,CANHR
NA,Benja,Inuits CANHR Overall,Overall,710,Tundra,NA,63.8428,NA,North America,220,46.2,61.9,17.8,141.3,38.5,NA,NA,Circumpolar,CANHR_a
NA,Benja,Inuits CANHR Female,Women,383,Tundra,NA,63.8428,NA,North America,220.9,45,65.1,18.3,139.2,36.9,NA,NA,Circumpolar,CANHR
INU9,Emily,Greenland Inuit,M,121,tundra,Greenland,69.199831,-42.080223,North America,204.951,NA,NA,NA,NA,NA,88.57,NA,Circumpolar,ESK5-A
ESK5-A,EM,Greenland Inuit,M/F,130,Tundra,Greenland,64.17,-51.73,North America,215.7786,NA,NA,NA,NA,NA,38.0851,NA,Circumpolar,ESK5-A
INU9,Emily,Greenland Inuit,F,121,tundra,Greenland,69.199831,-42.080223,North America,220.419,NA,NA,NA,NA,NA,88.57,NA,Circumpolar,ESK5-A
INU11,Emily,Greenland Inuit,M,653,tundra,Greenland,64.972601,-46.408836,North America,228.153,46.404,58.005,19.335,NA,NA,NA,NA,Circumpolar,ESK5-A
INU11,Emily,Greenland Inuit,F,653,tundra,Greenland,64.972601,-46.408836,North America,228.153,46.404,61.872,15.468,NA,NA,NA,NA,Circumpolar,ESK5-A
ESK5-B,EM,Greenland Inuit,M/F,32,Tundra,Greenland,64.17,-51.73,North America,282.291,NA,NA,NA,NA,NA,99.1984,NA,Circumpolar,ESK5-A
CAN2-A,Emily,Oji-Cree Indians,M/F,1180,tundra,Canada,56.69043,-93.208866,North America,NA,NA,48.3375,12.3744,NA,NA,115.141,NA,NA,NA
INU13-A,EM,Greenland Inuit,F,47,Tundra,Greenland,64.18,-51.69,North America,NA,NA,52.9779,11.601,96.2883,25.9089,80.5987,28.3424,Circumpolar,ESK5-A
INU13-B,EM,Greenland Inuit,M,43,Tundra,Greenland,77.47,-69.23,North America,NA,NA,53.7513,13.9212,84.3006,21.2685,79.713,36.3137,Circumpolar,ESK5-A
INU13-B,EM,Greenland Inuit,F,42,Tundra,Greenland,77.47,-69.23,North America,NA,NA,54.5247,11.601,83.1405,15.8547,74.3988,24.7996,Circumpolar,ESK5-A
CAN2-B,Emily,Inuit,M/F,238,tundra,Canada,56.69043,-93.208866,North America,NA,NA,55.6848,15.468,NA,NA,82.3701,NA,Circumpolar,INU13
INU8,Emily,Greenland Inuit,M,456,tundra,Greenland,70.041395,-44.057762,North America,NA,NA,58.005,NA,147.7194,NA,86.7986,NA,Circumpolar,ESK5-A
INU13-A,EM,Greenland Inuit,M,55,Tundra,Greenland,64.18,-51.69,North America,NA,NA,58.3917,11.601,87.0075,22.4286,65.5418,23.0282,Circumpolar,ESK5-A
INU8,Emily,Greenland Inuit,F,589,tundra,Greenland,70.041395,-44.057762,North America,NA,NA,60.7119,NA,148.8795,NA,90.3414,NA,Circumpolar,ESK5-A
INU5,Emily,Greenland Inuit,M,376,tundra,Greenland,77.28727,-44.277489,North America,NA,NA,61.872,NA,135.345,NA,79.713,NA,Circumpolar,ESK5-A
INU9,Emily,Greenland Inuit,M,117,tundra,Greenland,69.199831,-42.080223,North America,NA,NA,61.872,NA,NA,NA,NA,NA,Circumpolar,ESK5-A
INU6,Emily,Greenland Inuit,M/F,2278,tundra,Greenland,77.010327,-54.768239,North America,NA,NA,64.5789,21.2685,NA,NA,NA,NA,Circumpolar,ESK5-A
INU5,Emily,Greenland Inuit,F,380,tundra,Greenland,77.28727,-44.277489,North America,NA,NA,65.739,NA,135.345,NA,88.57,NA,Circumpolar,ESK5-A
INU9,Emily,Greenland Inuit,F,117,tundra,Greenland,69.199831,-42.080223,North America,NA,NA,65.739,NA,NA,NA,NA,NA,Circumpolar,ESK5-A
INU10,Emily,Greenland Inuit,M/F,234,tundra,Greenland,65.323509,-45.705712,North America,NA,NA,NA,NA,125.2908,NA,NA,NA,Circumpolar,ESK5-A
INU11,Emily,Greenland Inuit,F,"542, 545",tundra,Greenland,64.972601,-46.408836,North America,NA,NA,NA,NA,150.813,NA,NA,NA,Circumpolar,ESK5-A
INU11,Emily,Greenland Inuit,M,"542, 545",tundra,Greenland,64.972601,-46.408836,North America,NA,NA,NA,NA,150.813,NA,NA,NA,Circumpolar,ESK5-A
