StudyID,Who,Population,Sex,N,Biome,Country,Lattitude,Longitude,Region,SerumLevel_mg_dL,SL_SD_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY,study_ID_Ancestry
YAK2,Victoria,Yakut,M,,Taiga,,65,125,Siberia,189,NA,49,NA,122,NA,98,NA,Siberian,ESK8
YAK2,Victoria,Yakut,M,,Taiga,,65,125,Siberia,192,NA,42,NA,129,NA,110,NA,Siberian,ESK8
NGA1,Victoria,Nganasan,M,,Tundra,,72-73.83,90,Siberia,112,NA,33,NA,69,NA,53,NA,Siberian,NGA1
NGA1,Victoria,Nganasan,M,,Tundra,,72-73.83,90,Siberia,135,NA,33,NA,91,NA,58,NA,Siberian,NGA1
NGA1,Victoria,Nganasan,M,,Tundra,,72-73.83,90,Siberia,159,NA,33,NA,107,NA,98,NA,Siberian,NGA1
NGA1,Victoria,Nganasan,M,,Tundra,,72-73.83,90,Siberia,159,NA,37,NA,112,NA,49,NA,Siberian,NGA1
MAP1-B,Claire,Urban Mapuche,F,79,Temperate shrubland/forest,Chile,,,Sourth America,NA,NA,34.4163,18.9483,138.4386,61.4853,119.5695,62.8847,NA,NA
MAP1-B,Claire,Urban Mapuche,M,45,Temperate shrubland/forest,Chile,,,Sourth America,NA,NA,35.1897,14.3079,117.9435,46.0173,120.4552,59.3419,NA,NA
NA,Benja,Tsimane,Overall,356,Forest,NA,-13,NA,South America,138,29.2,36.8,8.9,70.6,21.9,NA,NA,Amerindian,TSI1
NA,Benja,Shuar Rural Men,Men,35,Forest,NA,-0.5,NA,South America,150.7,34.9,38.2,9.4,90.1,25.3,NA,NA,SA_Indegenous,SHR1
NA,Benja,Shuar Rural Women,Women,53,Forest,NA,-0.5,NA,South America,154.7,36.7,42.9,14.4,88.6,26.3,NA,NA,SA_Indegenous,SHR1
XAV6,EM,Xavante,M,455,Grassland,Brazil,-15.62,-56.16,South America,146,43,37.1,7.5,70.8,26,202.1,161.7,SA_Indegenous,XAV6
XAV6,EM,Xavante,F,470,Grassland,Brazil,-15.62,-56.16,South America,146.8,43.2,40.6,8.2,70,23.3,196.4,180,SA_Indegenous,XAV6
XAV7,Gisele,Xavante,M,457,Grassland,Brazil,-15.62,-56.16,South America,NA,NA,37.1,7.5,NA,NA,201.8,161.6,SA_Indegenous,XAV6
XAV7,Gisele,Xavante,F,475,Grassland,Brazil,-15.62,-56.16,South America,NA,NA,40.7,8.2,NA,NA,196.3,179.4,SA_Indegenous,XAV6
NA,Benja,LAC Pooled meta-analysis,Overall,168553,NA,NA,NA,NA,South America,193,NA,47,NA,120,NA,NA,NA,mixed,LAC
KAR1-D,AYANA,Nahukwa,M,13,Savanna,Brazil,-27.74835,-53.06846,South America,162,26,33,3,100,25,144,85,SA_Indegenous,KAR1-D
KAR1-B,AYANA,Kuikuro,M,54,Savanna,Brazil,-27.74835,-53.06846,South America,162,30,41,11,94,26,135,49,Amerindian,KAR1-B
KAR1-B,AYANA,Kuikuro,F,62,Savanna,Brazil,-27.74835,-53.06846,South America,173,40,44,15,102,30,134,62,Amerindian,KAR1-B
KAR1-D,AYANA,Nahukwa,F,14,Savanna,Brazil,-27.74835,-53.06846,South America,175,42,46,10,108,31,105,40,SA_Indegenous,KAR1-D
KAR1-A,AYANA,Kalapalo,M,53,Savanna,Brazil,-27.74835,-53.06846,South America,181,23,40,7,118,23,115,41,Amerindian,KAR1-A
KAR1-C,AYANA,Matipu,F,8,Savanna,Brazil,-27.74835,-53.06846,South America,183,26,40,7,120,26,114,32,SA_Indegenous,KAR1-C
KAR1-C,AYANA,Matipu,M,5,Savanna,Brazil,-27.74835,-53.06846,South America,189,14,39,6,131,16,97,37,SA_Indegenous,KAR1-C
KAR1-A,AYANA,Kalapalo,F,42,Savanna,Brazil,-27.74835,-53.06846,South America,199,40,46,10,131,32,113,44,Amerindian,KAR1-A
KOY1,EM,Koya,M,147,Temperate Grassland,Argentina,-24.23,-66.32,South America,153.16,23.39,38.54,9.13,89.49,22,114,NA,Indian,KOY1
KOY1,EM,Koya,F,183,Temperate Grassland,Argentina,-24.23,-66.32,South America,159.91,24.92,40.14,9.06,93.42,21.49,119,NA,Indian,KOY1
CHIL2-B,Emily,Atacameños,M/F,100,temperate rainfoest,Chile,", -22.685656",", -69.271322",South America,166.8,35.7,44.3,14.9,NA,NA,227.7,107.7,SA_Indegenous,CHIL2-B
CHIL2-A,Emily,Pehuenche,M/F,90,temperate rainforest,Chile,", -38.515674",", -71.226637",South America,158.7,37.7,43.9,11.1,NA,NA,216,116.6,SA_Indegenous,CHIL2-A
MAP1-D,Claire,Urban Chile w/ European Descents,F,92,temperate shrubland/forest,Chile,,,South America,NA,NA,34.0296,12.7611,132.2514,49.8843,104.5126,65.5418,NA,NA
MAP1-C,Claire,Rural Chile w/ European Descent,F,55,Temperate shrubland/forest,Chile,,,South America,NA,NA,35.5764,13.9212,126.0642,55.6848,103.6269,43.3993,NA,NA
MAP1-D,Claire,Urban Chile w/ European Descents,M,42,temperate shrubland/forest,Chile,,,South America,NA,NA,35.9631,16.2414,121.8105,51.4311,119.5695,69.0846,NA,NA
MAP1-C,Claire,Rural Chile w/ European Descent,M,36,Temperate shrubland/forest,Chile,,,South America,NA,NA,39.0567,17.7882,122.9706,54.5247,112.4839,55.7991,NA,NA
MAP1-A,Claire,Rural Mapuche,F,69,Temperate shrubland/forest,Chile,,,South America,NA,NA,40.2168,13.9212,118.7169,44.8572,85.9129,NA,NA,NA
MAP1-A,Claire,Rural Mapuche,M,54,Temperate shrubland/forest,Chile,,,South America,NA,NA,44.0838,17.4015,106.7292,36.7365,104.5126,45.1707,NA,NA
YAN2,CB,Yanomamo,M,41,Tropical Rainforest,Brazil,2.68,-63.627,South America,121.9,31.5,NA,NA,NA,NA,36.8,NA,SA_Indegenous,YAN2
AMO1,AYANA,Amondava,M/F,30,Tropical Rainforest,Brazil,-8.76194,-63.9038887,South America,129,13.7,NA,NA,NA,NA,NA,NA,SA_Indegenous,AMO1
BAN3,AYANA,Bantu,M/F,30,Tropical Rainforest,Brazil,-11,-63.9038887,South America,129,24.1,NA,NA,NA,NA,NA,NA,Bantu,BAN3
TSI2,AYANA,Tsimane,M/F,65,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,134,NA,35,2,72,3,121,8,Amerindian,TSI1
TSI2,AYANA,Tsimane,M/F,65,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,136,NA,37,1,76,3,116,15,Amerindian,TSI1
TSI7,Gisele,Tsimane,M/F,418,Tropical rainforest,Bolviia,-14.8585,-66.747,South America,138,29.2,36.8,8.9,70.6,21.9,NA,NA,Amerindian,TSI1
TSI1,AYANA,Tsimane,M/F,48,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,139.212,27.069,38.67,7.734,81.207,27.069,97.427,35.428,Amerindian,TSI1
YAN2,CB,Yanomamo,F,21,Tropical Rainforest,Brazil,2.68,-63.627,South America,142.5,29.5,NA,NA,NA,NA,35.1,NA,SA_Indegenous,YAN2
TSI2,AYANA,Tsimane,M/F,65,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,144,NA,37,1,NA,NA,NA,NA,Amerindian,TSI1
BRA2-B,Emily,Guarani,M/F,60,tropical rainforest,Brazil,-19.753768,-40.490962,South America,147,43,41,10,83,35,119,79,SA_Indegenous,BRA2-B
SHA1-B,AYANA,Shaur,M,35,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,150.7,34.9,38.2,9.4,NA,NA,142.5,103.7,SA_Indegenous,SHA1-A
TSI1,AYANA,Tsimane,M/F,422,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,150.813,NA,38.67,7.734,NA,27.069,NA,44.285,Amerindian,TSI1
TSI1,AYANA,Tsimane,M/F,235,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,154.68,NA,38.67,7.734,NA,NA,NA,NA,Amerindian,TSI1
SHA1-B,AYANA,Shaur,F,53,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,154.7,36.7,42.9,14.4,NA,NA,118.8,71.5,SA_Indegenous,SHA1-A
PAR1,VEDHIKA,Parkatêjê Indians,M,56,Tropical Rainforest,Brazil,14.235,51.9253,South America,159.6,38.3,38.3,8.1,89.7,33.4,158,79.5,SA_Indegenous,PAR1
PAR1,VEDHIKA,Parkatêjê Indians,F,34,Tropical Rainforest,Brazil,14.235,51.9253,South America,165.7,28.7,41.5,7,92.8,25.7,157.4,83.1,SA_Indegenous,PAR1
BRA2-A,Emily,Tupinikin,M/F,496,tropical rainforest,Brazil,-19.753768,-40.490962,South America,166,43,50,15,95,37,108,80,SA_Indegenous,BRA2-A
SHA1-A,AYANA,Shaur,M,85,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,167,35.6,52.1,14,NA,NA,139.3,81,SA_Indegenous,SHA1-A
SHU1-A,AYANA,Shuar,F,26,Tropical Rainforest,Ecuador,-0.21495,-78.5132,South America,174.015,NA,NA,NA,NA,NA,150.569,53.142,SA_Indegenous,SHU1-A
SHU1-B,AYANA,Shuar,F,33,Tropical Rainforest,Ecuador,-0.21495,-78.5132,South America,174.015,NA,NA,NA,NA,NA,203.711,88.57,SA_Indegenous,SHU1-A
SHA1-A,AYANA,Shaur,F,142,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,186.4,44,57.1,14.1,NA,NA,118.4,63.4,SA_Indegenous,SHA1-A
TRN1,Gisele,Trinidadians,M,1234,Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,223.8993,48.7242,NA,NA,NA,NA,NA,NA,Trinidadians,TRN1
TRN1,Gisele,Trinidadians,F,972,Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,235.1136,57.6183,NA,NA,NA,NA,NA,NA,Trinidadians,TRN1
YAN2,CB,Yanomamo,M,34,Tropical Rainforest,Brazil,2.68,-63.627,South America,NA,NA,33.9,7,68.1,24.5,NA,NA,SA_Indegenous,YAN2
BRA7,Ashley,Brazilian,M,11,Tropical rainforest,Northeast Brazil,-10.0626,-42.551,South America,NA,NA,35.6,11.3,92.2,NA,363.4,NA,NA,NA
TRN1,Gisele,Trinidadians,M,1228,Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,NA,NA,37.8966,16.6281,NA,NA,NA,NA,Trinidadians,TRN1
PAR2,Ashley,Parkatêjê Indians,M,56,Tropical rainforest,Brazil,-14.235,-51.9253,South America,NA,NA,38.3,8.1,89.7,33.4,158,79.5,SA_Indegenous,PAR1
YAN2,CB,Yanomamo,F,14,Tropical Rainforest,Brazil,2.68,-63.627,South America,NA,NA,39.6,10.5,78.2,NA,NA,NA,SA_Indegenous,YAN2
PAR2,Ashley,Parkatêjê Indians,F,34,Tropical rainforest,Brazil,-14.235,-51.9253,South America,NA,NA,41.5,7,92.8,25.7,157.4,83.1,SA_Indegenous,PAR1
TRN1,Gisele,Trinidadians,F,959,Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,NA,NA,49.1109,18.5616,NA,NA,NA,NA,Trinidadians,TRN1
BRA7,Ashley,Brazilian,F,44,Tropical rainforest,Northeast Brazil,-10.0626,-42.551,South America,NA,NA,50.8,12.6,123.9,NA,217.8,NA,NA,NA
SHA1-A,AYANA,Shaur,M,73,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,NA,NA,NA,NA,85.2,24.4,NA,NA,SA_Indegenous,SHA1-A
SHA1-A,AYANA,Shaur,F,125,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,NA,NA,NA,NA,106.8,31.3,NA,NA,SA_Indegenous,SHA1-A
SHA1-B,AYANA,Shaur,M,24,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,NA,NA,NA,NA,90.1,25.3,NA,NA,SA_Indegenous,SHA1-A
SHA1-B,AYANA,Shaur,F,43,Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,NA,NA,NA,NA,88.6,26.3,NA,NA,SA_Indegenous,SHA1-A
TRN1,Gisele,Trinidadians,F,693,Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,NA,NA,NA,NA,163.9608,44.0838,NA,NA,Trinidadians,TRN1
TRN1,Gisele,Trinidadians,M,1216,Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,NA,NA,NA,NA,161.6406,41.7636,NA,NA,Trinidadians,TRN1
NA,Benja,Mexico 2016,Overall,586,Urban,NA,23,NA,South America,159.8,31.9,43.9,12.2,91.9,25.4,NA,NA,Hispanic,MEX2
NA,Benja,Shuar Urban Men,Men,85,Urban,NA,-0.8,NA,South America,167,35.6,52.1,14,85.2,24.4,NA,NA,SA_Indegenous,SHR1
NA,Benja,Brazil_NHS_Male,Men,3551,Urban,NA,-4,NA,South America,181.7,3.6,43,1.1,102.9,3.6,NA,NA,Mixed,nhsa
NA,Benja,Brazil_NHS,Overall,8534,Urban,NA,-4,NA,South America,185,2.2,46.5,0.8,104.5,1.7,NA,NA,mixed,nhs
NA,Benja,Mexico 2001,Overall,2256,Urban,NA,23,NA,South America,185.6,NA,38.67,NA,118.33,NA,NA,NA,Hispanic,MEX1
NA,Benja,Shuar Urban Women,Women,142,Urban,NA,-0.8,NA,South America,186.4,44,57.1,14.1,106.8,31.3,NA,NA,SA_Indegenous,SHR1
NA,Benja,Brazil_NHS_Female,Women,4983,Urban,NA,-4,NA,South America,198.7,2.7,49.6,1,106.3,2.2,NA,NA,mixed,nhsa
NA,Benja,Chile,Men,770,Urban,NA,-9,NA,South America,200,41,46,12,120,34,NA,NA,mixed,NA
NA,Benja,Colombia,Overall,6628,Urban,NA,3,NA,South America,201.1,45.7,41.9,11.7,118.9,34.7,NA,NA,mixed,COL
NA,Benja,Chile,Overall,1624,Urban,NA,-9,NA,South America,202,42,50,13,121,34,NA,NA,mixed,NA
NA,Benja,Chile,Women,854,Urban,NA,-9,NA,South America,203,43,53,13,122,33,NA,NA,mixed,NA
PER1-A,EM,Peruvian,M/F,201,,Peru,-12.57,-74.22,South America,155.7,33.3,44.1,13.1,85.6,27.1,113,NA,Peruvian,PER1-A
PER1-B,EM,Peruvian,M/F,589,,Peru,-12.15,-76.97,South America,190.8,39.5,44,11.2,115.9,33,133,NA,Peruvian,PER1-A
PER1-C,EM,Peruvian,M/F,199,,Peru,-12.15,-76.97,South America,194.9,40,44.4,11,119.8,34.2,135,NA,Peruvian,PER1-A
AMER3-A,Emily,Peruvian Amerindian (1999),F,73,,Peru,,,South America,NA,NA,39.59808,8.8941,NA,NA,129.3122,70.856,NA,NA
GAM1-B,Phoebe,Gambian,M,1200,Savanna,Gambia,13.4432,-15.3101,West Africa,139.212,34.803,NA,NA,NA,NA,NA,32.7709,West_African,GAM1
GAM1-B,Phoebe,Gambian,F,2023,Savanna,Gambia,13.4432,-15.3101,West Africa,150.813,34.803,NA,NA,NA,NA,NA,32.7709,West_African,GAM1
GAM1-A,Phoebe,Gambian,M,1028,Savanna,Gambia,13.4432,-15.3101,West Africa,158.547,42.537,NA,NA,NA,NA,NA,34.5423,West_African,GAM1
GAM1-A,Phoebe,Gambian,F,1138,Savanna,Gambia,13.4432,-15.3101,West Africa,177.882,46.404,NA,NA,NA,NA,NA,38.9708,West_African,GAM1
FUL3,Ashley,Fulani,M,122,Savanna,Nigeria,12.0022,8.592,West Africa,NA,NA,52.2045,10.0542,61.872,30.936,103.6269,38.0851,West_African,FUL1
FUL3,Ashley,Fulani,F,92,Savanna,Nigeria,12.0022,8.592,West Africa,NA,NA,53.7513,11.601,73.473,27.069,104.5126,39.8565,West_African,FUL1
GHA6,Ashley,Ghanaians,F,10,tropical,Ghana,6.74,-1.52,West Africa,NA,NA,54.138,7.734,131.478,30.936,79.713,26.571,NA,NA
GHA6,Ashley,Ghanaians,M,150,tropical,Ghana,6.74,-1.52,West Africa,NA,NA,54.138,15.468,112.143,38.67,97.427,61.999,NA,NA
GHA3,Phoebe,Ghanaians,F,589,tropical,Ghana,6.74,-1.52,West Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA3,Phoebe,Ghanaians,M,355,tropical,Ghana,6.74,-1.52,West Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
